,Start Time,Period (min),NE Name,BSC6910UCell,VS.HSDPA.MeanChThroughput (kbit/s),HSDPA_Data_Volume_MB (MB),Cell Availability (%),Overall Accessibility Success Rate PS Interactive EUL (%) (%),Max HSDPA UE (None),Mean HSDPA UE (None),cluster,,,,,,
3048,2/18/2021 2:00,60,DRH38,"Label=KSBJT08HB, CellID=46246, LogicRNCID=838",3303.75,600.181,100,99.071,12,5.368,1,,,,,,
3049,2/18/2021 2:00,60,DRH38,"Label=GPKLG36HA, CellID=45206, LogicRNCID=838",2299.977,41.777,100,100,5,1.84,2,,,,,,
3050,2/18/2021 2:00,60,DRH38,"Label=GPKLG15WC, CellID=50770, LogicRNCID=838",1078.374,92.141,100,100,8,4.062,2,,,,,,
3051,2/18/2021 2:00,60,DRH38,"Label=GPKLG15HB, CellID=11704, LogicRNCID=838",2185.909,239.797,100,100,15,4.507,1,,,,,,
3052,2/18/2021 2:00,60,DRH38,"Label=GPKLG07HA, CellID=11661, LogicRNCID=838",761.832,63.1,100,98.644,8,2.74,2,,,,,,
3053,2/18/2021 2:00,60,DRH38,"Label=GPKLG20WC, CellID=50782, LogicRNCID=838",967.966,84.003,100,100,4,2.287,2,,,,,,
3054,2/18/2021 2:00,60,DRH38,"Label=GPKLG20HB, CellID=11707, LogicRNCID=838",3622.88,130.294,100,100,4,1.512,2,,,,,,
3055,2/18/2021 2:00,60,DRH38,"Label=GPKLG19WA, CellID=50789, LogicRNCID=838",4043.254,334.643,100,100,8,3.181,2,,,,,,
3056,2/18/2021 2:00,60,DRH38,"Label=KSBRB07HC, CellID=32190, LogicRNCID=838",4158.041,335.221,100,99.407,5,1.86,2,,,,,,
3057,2/18/2021 2:00,60,DRH38,"Label=KSBRB07WB, CellID=32186, LogicRNCID=838",3066.789,130.625,100,100,7,1.693,2,,,,,,
3058,2/18/2021 2:00,60,DRH38,"Label=GPKPS02HA, CellID=12501, LogicRNCID=838",2267.801,201.259,100,99.808,10,3.896,2,,,,,,
3059,2/18/2021 2:00,60,DRH38,"Label=KSKLC05HC, CellID=29265, LogicRNCID=838",1165.217,220.875,100,100,8,4.011,2,,,,,,
3060,2/18/2021 2:00,60,DRH38,"Label=KSKLC05WB, CellID=29261, LogicRNCID=838",357.137,6.025,100,100,5,1.247,2,,,,,,
3061,2/18/2021 2:00,60,DRH38,"Label=GPKPS38HA, CellID=12525, LogicRNCID=838",5385.54,249.541,100,100,3,0.761,2,,,,,,
3062,2/18/2021 2:00,60,DRH38,"Label=GPKPS35HC, CellID=58743, LogicRNCID=838",4446.057,688.463,100,100,10,4.203,2,,,,,,
3063,2/18/2021 2:00,60,DRH38,"Label=GPKPS35WA, CellID=58738, LogicRNCID=838",2946.951,199.365,100,100,10,4.838,1,,,,,,
3064,2/18/2021 2:00,60,DRH38,"Label=KSKTD17WC, CellID=49885, LogicRNCID=838",4313.929,856.907,100,100,13,5.797,1,,,,,,
3065,2/18/2021 2:00,60,DRH38,"Label=NSMND03HA, CellID=53030, LogicRNCID=838",530.128,4.152,100,100,5,1.442,2,,,,,,
3066,2/18/2021 2:00,60,DRH38,"Label=GPKPS25HC, CellID=59024, LogicRNCID=838",102.123,0.502,100,100,5,1.675,2,,,,,,
3067,2/18/2021 2:00,60,DRH38,"Label=NSSBP19HC, CellID=54402, LogicRNCID=838",84.358,5.692,100,100,5,2.721,2,,,,,,
3068,2/18/2021 2:00,60,DRH38,"Label=NSSBP19WA, CellID=45322, LogicRNCID=838",3820.741,300.085,100,99.618,7,2.976,2,,,,,,
3069,2/18/2021 2:00,60,DRH38,"Label=NSRPR27WC, CellID=40139, LogicRNCID=838",334.632,0.901,100,100,3,0.192,2,,,,,,
3070,2/18/2021 2:00,60,DRH38,"Label=NSSBP25HA, CellID=62109, LogicRNCID=838",666.482,33.777,100,100,5,0.967,2,,,,,,
3071,2/18/2021 2:00,60,DRH38,"Label=KSKTD11HC, CellID=46209, LogicRNCID=838",5025.777,697.549,100,100,9,4.707,2,,,,,,
3072,2/18/2021 2:00,60,DRH38,"Label=KSKTD11WA, CellID=46204, LogicRNCID=838",994.318,120.222,100,100,8,3.617,2,,,,,,
3073,2/18/2021 2:00,60,DRH38,"Label=NSPLS04WC, CellID=14301, LogicRNCID=838",1807.121,689.138,100,100,14,7.835,1,,,,,,
3074,2/18/2021 2:00,60,DRH38,"Label=NSMND08HB, CellID=65199, LogicRNCID=838",3129.252,419.348,100,100,6,1.675,2,,,,,,
3075,2/18/2021 2:00,60,DRH38,"Label=NSPLS05WC, CellID=14286, LogicRNCID=838",614.049,96.106,100,100,8,2.924,2,,,,,,
3076,2/18/2021 2:00,60,DRH38,"Label=NSSBP06WC, CellID=62080, LogicRNCID=838",2691.615,229.307,100,100,5,1.676,2,,,,,,
3077,2/18/2021 2:00,60,DRH38,"Label=NSMND02HC, CellID=6352, LogicRNCID=838",1879.514,387.542,100,100,9,3.161,2,,,,,,
3078,2/18/2021 2:00,60,DRH38,"Label=NSMND02WA, CellID=14218, LogicRNCID=838",1504.701,321.658,100,99.844,11,4.738,1,,,,,,
3079,2/18/2021 2:00,60,DRH38,"Label=GPKPS40WC, CellID=12530, LogicRNCID=838",1041.797,126.054,100,100,12,5.857,1,,,,,,
3080,2/18/2021 2:00,60,DRH38,"Label=KSMTM01WA, CellID=56374, LogicRNCID=838",3077.624,87.85,100,100,9,3.758,2,,,,,,
3081,2/18/2021 2:00,60,DRH38,"Label=KSMTM01WC, CellID=55393, LogicRNCID=838",2385.121,129.165,100,100,5,1.696,2,,,,,,
3082,2/18/2021 2:00,60,DRH38,"Label=GPKLG26HC, CellID=11714, LogicRNCID=838",1149.993,45.739,100,100,8,3.763,2,,,,,,
3083,2/18/2021 2:00,60,DRH38,"Label=KSKTD08HB, CellID=37943, LogicRNCID=838",2457.357,298.274,100,100,6,1.629,2,,,,,,
3084,2/18/2021 2:00,60,DRH38,"Label=KSKTD08WA, CellID=37869, LogicRNCID=838",3301.882,223.231,100,100,7,2.14,2,,,,,,
3085,2/18/2021 2:00,60,DRH38,"Label=KSKTD09WC, CellID=29280, LogicRNCID=838",747.247,105.908,100,100,13,4.851,1,,,,,,
3086,2/18/2021 2:00,60,DRH38,"Label=KSNKL05WC, CellID=37965, LogicRNCID=838",962.171,36.59,100,99.798,8,3.089,2,,,,,,
3087,2/18/2021 2:00,60,DRH38,"Label=KSKTD13HB, CellID=46220, LogicRNCID=838",1787.377,186.05,100,100,5,1.997,2,,,,,,
3088,2/18/2021 2:00,60,DRH38,"Label=KSKTD13WA, CellID=46216, LogicRNCID=838",3433.215,567.348,100,99.329,6,1.872,2,,,,,,
3089,2/18/2021 2:00,60,DRH38,"Label=NSSBP37WC, CellID=62092, LogicRNCID=838",441.321,0.931,100,100,1,0.06,2,,,,,,
3090,2/18/2021 2:00,60,DRH38,"Label=GPKPS29HB, CellID=59035, LogicRNCID=838",1997.361,74.265,100,99.805,8,3.75,2,,,,,,
3091,2/18/2021 2:00,60,DRH38,"Label=GPKLG01HB, CellID=11653, LogicRNCID=838",2199.995,269.947,100,99.659,12,5.871,1,,,,,,
3092,2/18/2021 2:00,60,DRH38,"Label=GPKLG01WA, CellID=10787, LogicRNCID=838",2816.843,439.326,100,99.432,9,3.115,2,,,,,,
3093,2/18/2021 2:00,60,DRH38,"Label=GPKPS33WA, CellID=12510, LogicRNCID=838",2042.027,108.861,100,100,5,1.907,2,,,,,,
3094,2/18/2021 2:00,60,DRH38,"Label=KSKTD16WC, CellID=56370, LogicRNCID=838",1646.891,30.118,100,100,5,1.397,2,,,,,,
3095,2/18/2021 2:00,60,DRH38,"Label=KSKTD16HA, CellID=55394, LogicRNCID=838",5599.708,627.418,100,100,8,3.814,2,,,,,,
3096,2/18/2021 2:00,60,DRH38,"Label=KSNKL03WB, CellID=37952, LogicRNCID=838",2701.405,128.214,100,100,5,2.94,2,,,,,,
3097,2/18/2021 2:00,60,DRH38,"Label=KSOST04WC, CellID=46454, LogicRNCID=838",2652.773,106.77,100,100,12,5.461,1,,,,,,
3098,2/18/2021 2:00,60,DRH38,"Label=KSKLC08HB, CellID=47242, LogicRNCID=838",3947.55,139.246,100,100,5,2.126,2,,,,,,
3099,2/18/2021 2:00,60,DRH38,"Label=KSKLC08WA, CellID=46844, LogicRNCID=838",2007.363,104.283,100,99.324,5,1.39,2,,,,,,
3100,2/18/2021 2:00,60,DRH38,"Label=KSBJT07WB, CellID=31086, LogicRNCID=838",4584.672,685.208,100,100,8,3.354,2,,,,,,
3101,2/18/2021 2:00,60,DRH38,"Label=KSKTD15WC, CellID=40073, LogicRNCID=838",2602.971,171.446,100,100,7,3.482,2,,,,,,
3102,2/18/2021 2:00,60,DRH38,"Label=KSKTD12HA, CellID=46213, LogicRNCID=838",211.818,18.566,100,100,9,3.539,2,,,,,,
3103,2/18/2021 2:00,60,DRH38,"Label=KSPKN03HC, CellID=31096, LogicRNCID=838",1979.873,76.588,100,100,8,1.383,2,,,,,,
3104,2/18/2021 2:00,60,DRH38,"Label=KSPKN03WB, CellID=31092, LogicRNCID=838",1655.603,95.068,100,99.826,8,2.839,2,,,,,,
3105,2/18/2021 2:00,60,DRH38,"Label=KSPKN02WB, CellID=60166, LogicRNCID=838",1108.526,82.736,100,100,13,5.912,1,,,,,,
3106,2/18/2021 2:00,60,DRH38,"Label=KSMTM06WB, CellID=46301, LogicRNCID=838",324.899,3.54,100,100,5,1.457,2,,,,,,
3107,2/18/2021 2:00,60,DRH38,"Label=NSSBP23HC, CellID=62105, LogicRNCID=838",1009.468,95.682,100,100,5,2.504,2,,,,,,
3108,2/18/2021 2:00,60,DRH38,"Label=NSSBP23WB, CellID=62101, LogicRNCID=838",914.165,6.461,100,100,4,0.843,2,,,,,,
3109,2/18/2021 2:00,60,DRH38,"Label=KSPKN08WC, CellID=30711, LogicRNCID=838",43.651,0.487,100,100,5,1.494,2,,,,,,
3110,2/18/2021 2:00,60,DRH38,"Label=GPKLG28HB, CellID=12195, LogicRNCID=838",720.705,47.057,100,100,6,2.711,2,,,,,,
3111,2/18/2021 2:00,60,DRH38,"Label=GPKLG28WA, CellID=12191, LogicRNCID=838",2410.167,107.99,100,100,4,0.622,2,,,,,,
3112,2/18/2021 2:00,60,DRH38,"Label=NSSDR28WC, CellID=14295, LogicRNCID=838",2985.913,835.671,100,100,11,5.711,1,,,,,,
3113,2/18/2021 2:00,60,DRH38,"Label=NSSDR12HB, CellID=7071, LogicRNCID=838",2757.235,786.971,100,99.529,14,7.801,1,,,,,,
3114,2/18/2021 2:00,60,DRH38,"Label=NSSDR12WA, CellID=14290, LogicRNCID=838",2546.657,538.691,100,99.823,9,5.326,2,,,,,,
3115,2/18/2021 2:00,60,DRH38,"Label=NGARH08WB, CellID=13475, LogicRNCID=838",4012.027,312.952,100,100,8,4.357,2,,,,,,
3116,2/18/2021 2:00,60,DRH38,"Label=NSSDR03HF, CellID=53626, LogicRNCID=838",3841.034,257.126,100,100,7,3.392,2,,,,,,
3117,2/18/2021 2:00,60,DRH38,"Label=NSSDR03WA, CellID=14203, LogicRNCID=838",780.503,64.056,100,100,7,2.481,2,,,,,,
3118,2/18/2021 2:00,60,DRH38,"Label=NSSDR03WE, CellID=53622, LogicRNCID=838",3386.146,518.986,100,100,7,1.797,2,,,,,,
3119,2/18/2021 2:00,60,DRH38,"Label=GPSRP27HA, CellID=59052, LogicRNCID=838",941.166,45.231,100,100,6,2.572,2,,,,,,
3120,2/18/2021 2:00,60,DRH38,"Label=NSMND35HB, CellID=62022, LogicRNCID=838",948.543,11.668,100,100,5,1.006,2,,,,,,
3121,2/18/2021 2:00,60,DRH38,"Label=NSMND35WA, CellID=62018, LogicRNCID=838",2518.818,185.297,100,100,9,2.426,2,,,,,,
3122,2/18/2021 2:00,60,DRH38,"Label=KSMTM03WC, CellID=46224, LogicRNCID=838",80.106,0.304,100,100,2,0.129,2,,,,,,
3123,2/18/2021 2:00,60,DRH38,"Label=KSOST06HA, CellID=60162, LogicRNCID=838",1939.83,219.695,100,100,9,4.439,2,,,,,,
3124,2/18/2021 2:00,60,DRH38,"Label=KSOST06HC, CellID=182, LogicRNCID=838",1851.7,102.98,100,100,4,0.821,2,,,,,,
3125,2/18/2021 2:00,60,DRH38,"Label=NSSDR08HC, CellID=7054, LogicRNCID=838",3140.133,1134.944,100,100,14,6.39,1,,,,,,
3126,2/18/2021 2:00,60,DRH38,"Label=NSSBP09HA, CellID=411, LogicRNCID=838",2638.794,61.092,100,100,3,0.625,2,,,,,,
3127,2/18/2021 2:00,60,DRH38,"Label=KSMTM02HC, CellID=60096, LogicRNCID=838",2802.66,141.346,100,99.505,7,2.176,2,,,,,,
3128,2/18/2021 2:00,60,DRH38,"Label=KSMTM02WA, CellID=60091, LogicRNCID=838",1169.973,178.939,100,99.775,8,3.314,2,,,,,,
3129,2/18/2021 2:00,60,DRH38,"Label=NSRPR16WC, CellID=40127, LogicRNCID=838",251.195,36.812,100,99.675,7,2.61,2,,,,,,
3130,2/18/2021 2:00,60,DRH38,"Label=NSSBP33WC, CellID=45321, LogicRNCID=838",240.656,6.434,100,100,4,1.801,2,,,,,,
3131,2/18/2021 2:00,60,DRH38,"Label=NSPLS22HB, CellID=45231, LogicRNCID=838",1440.205,54.716,100,99.801,8,3.467,2,,,,,,
3132,2/18/2021 2:00,60,DRH38,"Label=NSPLS22WA, CellID=45227, LogicRNCID=838",3955.561,626.242,100,100,12,5.484,1,,,,,,
3133,2/18/2021 2:00,60,DRH38,"Label=NSRPR19WA, CellID=45301, LogicRNCID=838",1627.36,105.462,100,99.597,9,3.026,2,,,,,,
3134,2/18/2021 2:00,60,DRH38,"Label=GPKPS42WC, CellID=12506, LogicRNCID=838",264.485,8.376,100,100,4,1.543,2,,,,,,
3135,2/18/2021 2:00,60,DRH38,"Label=GPKPS42WB, CellID=12505, LogicRNCID=838",1057.648,25.504,100,100,7,2.879,2,,,,,,
3136,2/18/2021 2:00,60,DRH38,"Label=GPKPS42HA, CellID=12507, LogicRNCID=838",1993.615,296.1,100,100,12,5.469,1,,,,,,
3137,2/18/2021 2:00,60,DRH38,"Label=GPKPS42HB, CellID=12508, LogicRNCID=838",3504.831,296.08,100,100,9,3.232,2,,,,,,
3138,2/18/2021 2:00,60,DRH38,"Label=GPKPS42HC, CellID=12509, LogicRNCID=838",2343.435,82.565,100,100,7,1.828,2,,,,,,
3139,2/18/2021 2:00,60,DRH38,"Label=NSRPR19WB, CellID=45302, LogicRNCID=838",2819.606,197.143,100,100,8,2.364,2,,,,,,
3140,2/18/2021 2:00,60,DRH38,"Label=NSRPR19WC, CellID=45303, LogicRNCID=838",4196.655,58.018,100,99.798,7,2.324,2,,,,,,
3141,2/18/2021 2:00,60,DRH38,"Label=NSRPR19HA, CellID=59474, LogicRNCID=838",408.379,47.806,100,99.65,8,3.053,2,,,,,,
3142,2/18/2021 2:00,60,DRH38,"Label=NSPLS22WB, CellID=45228, LogicRNCID=838",686.779,104.169,100,100,9,4.179,2,,,,,,
3143,2/18/2021 2:00,60,DRH38,"Label=NSPLS22WC, CellID=45229, LogicRNCID=838",2768.001,256.797,100,100,10,2.531,2,,,,,,
3144,2/18/2021 2:00,60,DRH38,"Label=NSPLS22HA, CellID=45230, LogicRNCID=838",2971.459,223.764,100,100,8,3.414,2,,,,,,
3145,2/18/2021 2:00,60,DRH38,"Label=NSPLS22HC, CellID=45232, LogicRNCID=838",4356.951,245.739,100,100,6,1.53,2,,,,,,
3146,2/18/2021 2:00,60,DRH38,"Label=NSSBP33WA, CellID=45319, LogicRNCID=838",3949.87,67.404,100,100,4,1.097,2,,,,,,
3147,2/18/2021 2:00,60,DRH38,"Label=NSSBP33WB, CellID=45320, LogicRNCID=838",3362.692,267.946,100,100,8,2.863,2,,,,,,
3148,2/18/2021 2:00,60,DRH38,"Label=NSSBP33HC, CellID=46380, LogicRNCID=838",461.98,15.98,100,100,3,0.582,2,,,,,,
3149,2/18/2021 2:00,60,DRH38,"Label=NSRPR16WA, CellID=40125, LogicRNCID=838",1146.721,71.432,100,100,5,1.368,2,,,,,,
3150,2/18/2021 2:00,60,DRH38,"Label=NSRPR16WB, CellID=40126, LogicRNCID=838",1956.516,45.28,100,100,6,1.497,2,,,,,,
3151,2/18/2021 2:00,60,DRH38,"Label=NSRPR16HA, CellID=40128, LogicRNCID=838",252.489,25.799,100,100,7,2.625,2,,,,,,
3152,2/18/2021 2:00,60,DRH38,"Label=NSRPR16HB, CellID=40129, LogicRNCID=838",270.896,6.312,100,100,8,2.181,2,,,,,,
3153,2/18/2021 2:00,60,DRH38,"Label=NSRPR16HC, CellID=40130, LogicRNCID=838",2474.633,329.476,100,100,10,5.075,1,,,,,,
3154,2/18/2021 2:00,60,DRH38,"Label=KSMTM02WB, CellID=60092, LogicRNCID=838",124.409,9.851,100,100,6,2.381,2,,,,,,
3155,2/18/2021 2:00,60,DRH38,"Label=KSMTM02WC, CellID=60093, LogicRNCID=838",4599.475,245.885,100,100,5,1.589,2,,,,,,
3156,2/18/2021 2:00,60,DRH38,"Label=KSMTM02HB, CellID=60095, LogicRNCID=838",1321.35,87.788,100,100,10,3.464,2,,,,,,
3157,2/18/2021 2:00,60,DRH38,"Label=KSPKN02HC, CellID=144, LogicRNCID=838",499.222,10.992,100,100,5,1.076,2,,,,,,
3158,2/18/2021 2:00,60,DRH38,"Label=KSPKN02HB, CellID=145, LogicRNCID=838",3335.126,385.205,100,99.237,6,2.139,2,,,,,,
3159,2/18/2021 2:00,60,DRH38,"Label=NSSBP03HA, CellID=236, LogicRNCID=838",4707.404,96.072,100,100,3,0.539,2,,,,,,
3160,2/18/2021 2:00,60,DRH38,"Label=NSSBP31HB, CellID=392, LogicRNCID=838",3704.755,225.718,100,100,7,2.528,2,,,,,,
3161,2/18/2021 2:00,60,DRH38,"Label=NSSDR08HA, CellID=7052, LogicRNCID=838",2925.627,484.35,100,100,11,4.8,1,,,,,,
3162,2/18/2021 2:00,60,DRH38,"Label=NSSDR08HB, CellID=7053, LogicRNCID=838",5167.301,297.8,100,100,5,1.667,2,,,,,,
3163,2/18/2021 2:00,60,DRH38,"Label=NSSDR08WA, CellID=14287, LogicRNCID=838",1774.735,587.329,100,100,13,5.614,1,,,,,,
3164,2/18/2021 2:00,60,DRH38,"Label=NSSDR08WB, CellID=14288, LogicRNCID=838",3524.872,177.248,100,100,7,1.439,2,,,,,,
3165,2/18/2021 2:00,60,DRH38,"Label=NSSDR08WC, CellID=14289, LogicRNCID=838",1620.357,308.585,100,100,11,5.336,1,,,,,,
3166,2/18/2021 2:00,60,DRH38,"Label=KSOST06WA, CellID=60127, LogicRNCID=838",2399.601,241.759,100,99.405,8,2.586,2,,,,,,
3167,2/18/2021 2:00,60,DRH38,"Label=KSOST06WB, CellID=60160, LogicRNCID=838",2277.278,493.125,100,99.722,12,5.658,1,,,,,,
3168,2/18/2021 2:00,60,DRH38,"Label=KSOST06WC, CellID=60161, LogicRNCID=838",1242.409,116.621,100,99.608,8,2.96,2,,,,,,
3169,2/18/2021 2:00,60,DRH38,"Label=KSOST06HB, CellID=60163, LogicRNCID=838",2134.165,695.904,100,100,13,7.076,1,,,,,,
3170,2/18/2021 2:00,60,DRH38,"Label=KSMTM03WA, CellID=46222, LogicRNCID=838",1146.06,66.61,100,100,3,0.997,2,,,,,,
3171,2/18/2021 2:00,60,DRH38,"Label=KSMTM03WB, CellID=46223, LogicRNCID=838",733.34,4.361,100,100,4,1.336,2,,,,,,
3172,2/18/2021 2:00,60,DRH38,"Label=KSMTM03HA, CellID=46225, LogicRNCID=838",1256.542,46.1,100,98.91,6,1.606,2,,,,,,
3173,2/18/2021 2:00,60,DRH38,"Label=KSMTM03HB, CellID=46226, LogicRNCID=838",75.513,0.375,100,100,3,0.293,2,,,,,,
3174,2/18/2021 2:00,60,DRH38,"Label=KSMTM03HC, CellID=46227, LogicRNCID=838",169.964,12.262,100,100,5,1.886,2,,,,,,
3175,2/18/2021 2:00,60,DRH38,"Label=NSMND35WB, CellID=62019, LogicRNCID=838",602.385,8.665,100,100,3,0.682,2,,,,,,
3176,2/18/2021 2:00,60,DRH38,"Label=NSMND35WC, CellID=62020, LogicRNCID=838",3108.448,515.869,100,100,6,3.013,2,,,,,,
3177,2/18/2021 2:00,60,DRH38,"Label=NSMND35HA, CellID=62021, LogicRNCID=838",2420.758,117.416,100,100,7,3.153,2,,,,,,
3178,2/18/2021 2:00,60,DRH38,"Label=GPSRP27WA, CellID=59049, LogicRNCID=838",1753.136,139.062,100,100,10,3.05,2,,,,,,
3179,2/18/2021 2:00,60,DRH38,"Label=GPSRP27WB, CellID=59050, LogicRNCID=838",105.865,2.12,100,100,4,2.026,2,,,,,,
3180,2/18/2021 2:00,60,DRH38,"Label=GPSRP27WC, CellID=59051, LogicRNCID=838",1498.876,45.113,100,99.317,6,2.563,2,,,,,,
3181,2/18/2021 2:00,60,DRH38,"Label=GPSRP27HB, CellID=59053, LogicRNCID=838",13.93,0.114,100,100,2,0.275,2,,,,,,
3182,2/18/2021 2:00,60,DRH38,"Label=GPSRP27HC, CellID=59054, LogicRNCID=838",4302.449,363.753,100,100,7,3.675,2,,,,,,
3183,2/18/2021 2:00,60,DRH38,"Label=NSSDR03HD, CellID=53600, LogicRNCID=838",4321.498,252.528,100,100,8,3.147,2,,,,,,
3184,2/18/2021 2:00,60,DRH38,"Label=NSSDR03WF, CellID=53623, LogicRNCID=838",2832.158,225.736,100,100,8,2.929,2,,,,,,
3185,2/18/2021 2:00,60,DRH38,"Label=NSSDR03HB, CellID=6144, LogicRNCID=838",2656.58,449.306,100,100,13,5.372,1,,,,,,
3186,2/18/2021 2:00,60,DRH38,"Label=NSSDR03HC, CellID=6145, LogicRNCID=838",565.526,20.527,100,100,7,3.138,2,,,,,,
3187,2/18/2021 2:00,60,DRH38,"Label=NSSDR03WB, CellID=14204, LogicRNCID=838",2500.749,391.204,100,100,11,3.89,1,,,,,,
3188,2/18/2021 2:00,60,DRH38,"Label=NSSDR03WC, CellID=14205, LogicRNCID=838",2523.643,273.567,100,100,5,1.788,2,,,,,,
3189,2/18/2021 2:00,60,DRH38,"Label=NSSDR03HE, CellID=53625, LogicRNCID=838",1683.628,227.93,100,100,8,3.454,2,,,,,,
3190,2/18/2021 2:00,60,DRH38,"Label=NSSDR03WD, CellID=53627, LogicRNCID=838",3482.125,1573.127,100,100,9,4.019,2,,,,,,
3191,2/18/2021 2:00,60,DRH38,"Label=NSSDR03HA, CellID=6143, LogicRNCID=838",1695.658,65.659,100,100,6,2.231,2,,,,,,
3192,2/18/2021 2:00,60,DRH38,"Label=NGARH08WA, CellID=13474, LogicRNCID=838",2463.248,200.34,100,100,6,1.783,2,,,,,,
3193,2/18/2021 2:00,60,DRH38,"Label=NGARH08WC, CellID=13476, LogicRNCID=838",2796.434,173.254,100,100,4,0.644,2,,,,,,
3194,2/18/2021 2:00,60,DRH38,"Label=NGARH08HA, CellID=33001, LogicRNCID=838",512.781,34.146,100,99.533,4,1.24,2,,,,,,
3195,2/18/2021 2:00,60,DRH38,"Label=NGARH08HC, CellID=51480, LogicRNCID=838",409.394,18.338,100,100,4,1.094,2,,,,,,
3196,2/18/2021 2:00,60,DRH38,"Label=NSSDR12WB, CellID=14291, LogicRNCID=838",631.466,155.345,100,99.912,17,9.574,1,,,,,,
3197,2/18/2021 2:00,60,DRH38,"Label=NSSDR12WC, CellID=14292, LogicRNCID=838",1387.1,354.052,100,100,7,2.896,2,,,,,,
3198,2/18/2021 2:00,60,DRH38,"Label=NSSDR12HA, CellID=7070, LogicRNCID=838",1966.271,269.145,100,99.758,9,3.643,2,,,,,,
3199,2/18/2021 2:00,60,DRH38,"Label=NSSDR12HC, CellID=7072, LogicRNCID=838",2289.363,567.832,100,99.492,13,6.889,1,,,,,,
3200,2/18/2021 2:00,60,DRH38,"Label=NSSDR28WA, CellID=14293, LogicRNCID=838",2938.294,607.799,100,100,11,5.439,1,,,,,,
3201,2/18/2021 2:00,60,DRH38,"Label=NSSDR28WB, CellID=14294, LogicRNCID=838",2599.241,427.003,100,100,12,6.76,1,,,,,,
3202,2/18/2021 2:00,60,DRH38,"Label=NSSDR28HA, CellID=8484, LogicRNCID=838",2342.225,431.423,100,100,10,4.453,2,,,,,,
3203,2/18/2021 2:00,60,DRH38,"Label=NSSDR28HB, CellID=8485, LogicRNCID=838",2693.741,839.703,100,100,13,6.831,1,,,,,,
3204,2/18/2021 2:00,60,DRH38,"Label=NSSDR28HC, CellID=8486, LogicRNCID=838",1580.267,165.812,100,98.886,11,5.058,1,,,,,,
3205,2/18/2021 2:00,60,DRH38,"Label=GPKLG28WB, CellID=12192, LogicRNCID=838",3043.035,180.146,100,100,5,1.66,2,,,,,,
3206,2/18/2021 2:00,60,DRH38,"Label=GPKLG28WC, CellID=12193, LogicRNCID=838",1290.04,7.742,100,100,5,0.549,2,,,,,,
3207,2/18/2021 2:00,60,DRH38,"Label=GPKLG28HA, CellID=12194, LogicRNCID=838",2616.441,18.324,100,100,3,0.313,2,,,,,,
3208,2/18/2021 2:00,60,DRH38,"Label=GPKLG28HC, CellID=12196, LogicRNCID=838",1084.232,112.965,100,100,9,3.425,2,,,,,,
3209,2/18/2021 2:00,60,DRH38,"Label=KSPKN08WA, CellID=30709, LogicRNCID=838",202.337,13.569,100,99.84,8,3.715,2,,,,,,
3210,2/18/2021 2:00,60,DRH38,"Label=KSPKN08WB, CellID=30710, LogicRNCID=838",944.062,34.755,100,100,5,2.043,2,,,,,,
3211,2/18/2021 2:00,60,DRH38,"Label=KSPKN08HB, CellID=30713, LogicRNCID=838",1724.186,73.299,100,100,7,1.679,2,,,,,,
3212,2/18/2021 2:00,60,DRH38,"Label=KSPKN08HC, CellID=30714, LogicRNCID=838",1027.57,20.333,100,100,4,1.172,2,,,,,,
3213,2/18/2021 2:00,60,DRH38,"Label=NSSBP23WA, CellID=62096, LogicRNCID=838",760.856,1.559,100,100,2,0.231,2,,,,,,
3214,2/18/2021 2:00,60,DRH38,"Label=NSSBP23WC, CellID=62102, LogicRNCID=838",21.675,0.044,100,100,2,0.243,2,,,,,,
3215,2/18/2021 2:00,60,DRH38,"Label=NSSBP23HA, CellID=62103, LogicRNCID=838",185,2.894,100,100,2,0.369,2,,,,,,
3216,2/18/2021 2:00,60,DRH38,"Label=NSSBP23HB, CellID=62104, LogicRNCID=838",473.2,4.31,100,100,3,0.681,2,,,,,,
3217,2/18/2021 2:00,60,DRH38,"Label=KSMTM06HB, CellID=46450, LogicRNCID=838",76.074,4.264,100,100,5,1.55,2,,,,,,
3218,2/18/2021 2:00,60,DRH38,"Label=KSMTM06HC, CellID=46451, LogicRNCID=838",3749.884,272.736,100,99.702,7,3.522,2,,,,,,
3219,2/18/2021 2:00,60,DRH38,"Label=KSMTM06WA, CellID=46228, LogicRNCID=838",399.899,116.994,100,100,9,4.097,2,,,,,,
3220,2/18/2021 2:00,60,DRH38,"Label=KSMTM06WC, CellID=46302, LogicRNCID=838",827.808,9.435,100,100,6,1.763,2,,,,,,
3221,2/18/2021 2:00,60,DRH38,"Label=KSMTM06HA, CellID=46303, LogicRNCID=838",298.23,1.759,100,100,3,0.558,2,,,,,,
3222,2/18/2021 2:00,60,DRH38,"Label=KSPKN02WA, CellID=60165, LogicRNCID=838",2138.991,55.926,100,100,7,2.585,2,,,,,,
3223,2/18/2021 2:00,60,DRH38,"Label=KSPKN02WC, CellID=60170, LogicRNCID=838",2440.548,733.639,100,99.754,17,10.517,1,,,,,,
3224,2/18/2021 2:00,60,DRH38,"Label=KSPKN02HA, CellID=60171, LogicRNCID=838",2101.274,66.673,100,100,7,1.993,2,,,,,,
